Batch,Enrolment Type,Grade, School,Phone,Parent Email,Booked Time,Attendance
"fREADom Trial - Grades 3, 4  [III] 04:00pm - Saturday, April 18, 2020",Trial,Grade 4,St.pauls school,911100221441,s2m_test_20445@tests2m.com,18-04-2020 16:00:00,
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Saturday, April 18, 2020",Trial,Grade 1,Harvest International School,911100222671,s2m_test_21689@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Saturday, April 18, 2020",Duplicate - Trial,Grade 1,NSN,911100221089,s2m_test_20091@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Indus valley world school,911100221425,s2m_test_20429@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Saturday, April 18, 2020",Trial,Grade 4,The Shri Ram Universal School,911100221432,s2m_test_20436@tests2m.com,18-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 3,KLE English   Medium  School,911100221633,s2m_test_20639@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Harvest International School,911100221462,s2m_test_20466@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,cms,911100221284,s2m_test_20284@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,DSE,911100222672,s2m_test_21690@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Duplicate - Trial,Grade 3,The Gurukul foundation school,911100222664,s2m_test_21681@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 3,Mahatma school akkama building (CBSE),911100221434,s2m_test_20438@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,Royal Concorde international school,911100221440,s2m_test_20444@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,SBOA junior college,911100221435,s2m_test_20439@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 1,Akshar,911100221443,s2m_test_20447@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 1,Gitanjali Devshala,911100221456,s2m_test_20460@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Duplicate - Trial,Grade 2,SBOA JC,911100221433,s2m_test_20437@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,SRM public school,911100222673,s2m_test_21691@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,B. D. Memorial,911100221458,s2m_test_20462@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Delhi public school,911100221452,s2m_test_20456@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,Transcend school,911100222674,s2m_test_21692@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,DPS Megacity Kolkata,911100221461,s2m_test_20465@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,Saffron Public School,911100221444,s2m_test_20448@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 3,Rankers school,911100222675,s2m_test_21693@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 1,GTA Vidhya mandir,911100221457,s2m_test_20461@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Delhi public school,911100221424,s2m_test_20428@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,APS delhi cantt,911100222676,s2m_test_21694@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Greenwood high school,911100221453,s2m_test_20457@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Saturday, April 18, 2020",Duplicate - Trial,Grade 4,Mamta.modern.school,911100222641,s2m_test_21657@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,Calorx public school,911100221468,s2m_test_20472@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,SRV Public School,911100221470,s2m_test_20474@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 3,Tges wadi,911100221476,s2m_test_20480@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,TNA,911100221220,s2m_test_20222@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Techno India,911100221204,s2m_test_20206@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Kamala Niketan Montessori School(CBSE),911100221110,s2m_test_20111@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Saturday, April 18, 2020",Trial,Grade 3,Kle school saundatti,911100221640,s2m_test_20646@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,Greenwood High school,911100221478,s2m_test_20482@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Harvest International school,911100221180,s2m_test_20181@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,clorex public school ghatlodiya,911100221195,s2m_test_20196@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Saturday, April 18, 2020",Trial,Grade 4,K. L.  E. English medium school,911100222677,s2m_test_21695@tests2m.com,18-04-2020 18:15:00,:Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 1,Kamala niketan Montessori school,911100221221,s2m_test_20223@tests2m.com,18-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,Calorx public school,911100221201,s2m_test_20203@tests2m.com,18-04-2020 18:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:15pm - Saturday, April 18, 2020",Trial,Grade 2,CCA,911100221213,s2m_test_20215@tests2m.com,18-04-2020 18:15:00,Preset
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 2,"RFSMM, Lodhivali",911100221109,s2m_test_20110@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 2,D.A.V BHEL  SCHOOL  RANIPET,911100221115,s2m_test_20116@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,SSRVM,911100221116,s2m_test_20117@tests2m.com,19-04-2020 11:15:00,
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Kumarans,911100221122,s2m_test_20123@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 1,Kle english medium school solapur,911100221132,s2m_test_20133@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,gitanjali devshala,911100221139,s2m_test_20140@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,NSN MATRICULATION  HIGHER SECONDARY SCHOOL CHROMEPET,911100221149,s2m_test_20150@tests2m.com,19-04-2020 11:15:00,
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,NSN Matric Higher secondary school,911100221152,s2m_test_20153@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 1,Army primary school,911100221154,s2m_test_20155@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,Kerela public school gamharia,911100221164,s2m_test_20165@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Don Bosco,911100221179,s2m_test_20180@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,St. Paul's school Rajkot,911100221171,s2m_test_20172@tests2m.com,19-04-2020 11:15:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,DPS Megacity,911100221173,s2m_test_20174@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 2,SSRVM,911100221187,s2m_test_20188@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Uppal Rankers Techno School,911100221189,s2m_test_20190@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Asian Christian high school,911100221190,s2m_test_20191@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,KNMS,911100222678,s2m_test_21696@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 2,The mapple tree school,911100221235,s2m_test_20236@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Ssrvm,911100221247,s2m_test_20248@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Greenwood high school,911100222679,s2m_test_21697@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,K.L.E society English medium school nipani,911100222680,s2m_test_21698@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,Harvest International School,911100221462,s2m_test_20466@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 4,Excel global school,911100221430,s2m_test_20434@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 4,School of india,911100221589,s2m_test_20593@tests2m.com,19-04-2020 11:15:00,Cancelled
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 3,Kle school saundatti,911100221640,s2m_test_20646@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,P.S.Senior Secondary School,911100222681,s2m_test_21699@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 4,Greenwood High school,911100221478,s2m_test_20482@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,"K L E English Medium School,  Manjunath Nagar,  Hubballi",911100222682,s2m_test_21700@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,DPS,911100222683,s2m_test_21701@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 3,DPS MEGACITY KOLKATA,911100222684,s2m_test_21702@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Chinmaya Vidyalaya,911100222685,s2m_test_21703@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Ravindra Bharati global school,911100221665,s2m_test_20674@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,"Delhi Public School,Megacity",911100221663,s2m_test_20672@tests2m.com,19-04-2020 11:15:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 3,"Delhi Public School,Megacity",911100221663,s2m_test_20672@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Braintree International School,911100221657,s2m_test_20665@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,DPS MEGACITY,911100221656,s2m_test_20664@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 3,Delhi public school,911100221606,s2m_test_20610@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,Shree Ram Welfare Society High School,911100221525,s2m_test_20529@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,   manjusri public school,911100221648,s2m_test_20655@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,Saint Paul School,911100221647,s2m_test_20654@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,Jodhamal public school,911100221646,s2m_test_20653@tests2m.com,19-04-2020 11:15:00,Cancelled
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,St. Peter's high school,911100221667,s2m_test_20676@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 2,Kamala Nikethan Montessori School,911100221666,s2m_test_20675@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,vijay kids krishnagiri,911100221662,s2m_test_20671@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Kothari International School,911100222686,s2m_test_21704@tests2m.com,19-04-2020 11:15:00,Cancelled
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 2,SSRVM Bangalore South,911100222687,s2m_test_21705@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,The schram academy,911100222688,s2m_test_21706@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,D P S megacity,911100221556,s2m_test_20667@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,Jindal mount litera zee school,911100222689,s2m_test_21707@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Kamala niketan Montessori school's,911100221243,s2m_test_20651@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 1,Sri kumarans children home,911100221340,s2m_test_20342@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,Secunderabad public school,911100222579,s2m_test_21592@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,Nsn memorial school,911100221030,s2m_test_20031@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,DWPS Zirakpur,911100221046,s2m_test_20047@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,NSN,911100221089,s2m_test_20091@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [III] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 2,The Samhita Academy,911100221068,s2m_test_20069@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,NA,911100222690,s2m_test_21708@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,N s n matric Hr sec school,911100221674,s2m_test_20683@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 1,Delhi public school Electronic City,911100221669,s2m_test_20678@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Kamala niketan school,911100221671,s2m_test_20680@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Sri Aurabindo International School,911100221111,s2m_test_20112@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,Braintree international school,911100221121,s2m_test_20122@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,B D Memorial,911100221128,s2m_test_20129@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Al BUROOJ INTERNATIONAL SCHOOL,911100221129,s2m_test_20130@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Duplicate - Trial,Grade 4,Army Public School Delhi Cantt,911100221004,s2m_test_20005@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,N S N Memorial School,911100221138,s2m_test_20139@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,Kamala Niketan Montessori School,911100221141,s2m_test_20142@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,Sanskriti The School,911100221143,s2m_test_20144@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 4,Chinmaya Vidyalaya Virugambakkam,911100221144,s2m_test_20145@tests2m.com,19-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:15am - Sunday, April 19, 2020",Trial,Grade 3,APS Delhi Cantt,911100221489,s2m_test_20493@tests2m.com,19-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Sunday, April 19, 2020",Duplicate - Trial,Grade 1,St. Paul's school Rajkot,911100221171,s2m_test_20172@tests2m.com,19-04-2020 18:15:00,Absent 
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Sunday, April 19, 2020",Trial,Grade 2,Sri Kumarans children's home,911100221097,s2m_test_20099@tests2m.com,19-04-2020 16:00:00,Present
